09:35:20 INFO  manager.AppManager - Tests starting on Chrome
09:35:21 INFO  TestBase - Method loginNegativeUserDTO is started
09:35:21 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Logout ']
09:35:31 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Logout '] is found
09:35:31 INFO  manager.TestNGListener - Test loginNegativeUserDTO invoked
09:35:31 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Log in ']
09:35:31 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Log in '] is found
09:35:31 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='email']
09:35:31 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='email'] is found
09:35:32 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='password']
09:35:32 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='password'] is found
09:35:32 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
09:35:32 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
09:35:35 INFO  manager.TestNGListener - Test loginNegativeUserDTO successful
09:35:35 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='button']
09:35:35 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='button'] is found
09:35:35 INFO  TestBase - ==================================
09:35:35 INFO  TestBase - Method loginPositive is started
09:35:35 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Logout ']
09:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Logout '] is found
09:35:45 INFO  manager.TestNGListener - Test loginPositive invoked
09:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Log in ']
09:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Log in '] is found
09:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='email']
09:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='email'] is found
09:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='password']
09:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='password'] is found
09:35:45 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
09:35:45 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
09:35:48 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //h2[contains(text(),'success')]
09:35:48 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //h2[contains(text(),'success')] is found
09:35:48 INFO  manager.TestNGListener - Test loginPositive successful
09:35:48 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='button']
09:35:48 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='button'] is found
09:35:48 INFO  TestBase - ==================================
09:35:48 INFO  TestBase - Method loginPositiveProps is started
09:35:48 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Logout ']
09:35:48 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Logout '] is found
09:35:48 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Logout ']
09:35:48 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Logout '] is found
09:35:48 INFO  manager.TestNGListener - Test loginPositiveProps invoked
09:35:48 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Log in ']
09:35:48 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Log in '] is found
09:35:48 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='email']
09:35:48 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='email'] is found
