14:50:43 INFO  manager.AppManager - Tests starting on Chrome
14:50:45 INFO  TestBase - Method SearchPositiveSearch is started
14:50:45 INFO  manager.WebDriverListener - Start searching element ----> By.id: city
14:50:45 INFO  manager.WebDriverListener - Element with locator ----> By.id: city is found
14:50:45 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: div.pac-item
14:50:45 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: div.pac-item is found
14:50:46 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
14:50:46 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
14:50:46 INFO  TestBase - ==================================
