09:30:14 INFO  manager.AppManager - Tests starting on Chrome
09:30:15 INFO  TestBase - Method loginNegativeUserDTO is started
09:30:15 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Logout ']
09:30:25 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Logout '] is found
09:30:25 INFO  manager.TestNGListener - Test loginNegativeUserDTO invoked
09:30:25 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Log in ']
09:30:25 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Log in '] is found
09:30:25 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='email']
09:30:25 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='email'] is found
09:30:25 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='password']
09:30:25 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='password'] is found
09:30:25 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
09:30:25 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
09:30:28 INFO  manager.TestNGListener - Test loginNegativeUserDTO successful
09:30:28 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='button']
09:30:28 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='button'] is found
09:30:29 INFO  TestBase - ==================================
09:30:29 INFO  TestBase - Method loginPositive is started
09:30:29 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Logout ']
09:30:39 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Logout '] is found
09:30:39 INFO  manager.TestNGListener - Test loginPositive invoked
09:30:39 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Log in ']
09:30:39 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Log in '] is found
09:30:39 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='email']
09:30:39 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='email'] is found
09:30:39 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='password']
09:30:39 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='password'] is found
09:30:39 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
09:30:39 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
09:30:42 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //h2[contains(text(),'success')]
09:30:42 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //h2[contains(text(),'success')] is found
09:30:42 INFO  manager.TestNGListener - Test loginPositive successful
09:30:42 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='button']
09:30:42 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='button'] is found
09:30:42 INFO  TestBase - ==================================
09:30:42 INFO  TestBase - Method loginPositiveProps is started
