12:09:55 INFO  manager.AppManager - Tests starting on Chrome
12:09:56 INFO  TestBase - Method loginPositiveProps is started
12:09:56 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Logout ']
12:10:06 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Logout '] is found
12:10:06 INFO  manager.TestNGListener - Test loginPositiveProps invoked
12:10:06 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Log in ']
12:10:06 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Log in '] is found
12:10:06 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='email']
12:10:06 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='email'] is found
12:10:06 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='password']
12:10:06 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='password'] is found
12:10:06 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
12:10:06 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
12:10:09 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //h2[contains(text(),'success')]
12:10:09 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //h2[contains(text(),'success')] is found
12:10:09 INFO  manager.TestNGListener - Test loginPositiveProps successful
12:10:09 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='button']
12:10:09 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='button'] is found
12:10:09 INFO  TestBase - ==================================
