14:19:46 INFO  manager.AppManager - Tests starting on Chrome
14:19:48 INFO  TestBase - Method registrationNegativ is started
14:19:48 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Logout ']
14:19:58 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Logout '] is found
14:19:58 INFO  manager.TestNGListener - Test registrationNegativ invoked
14:19:58 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //*[.=' Sign up ']
14:19:58 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //*[.=' Sign up '] is found
14:19:58 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='name']
14:19:58 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='name'] is found
14:19:58 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='lastName']
14:19:58 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='lastName'] is found
14:19:58 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='email']
14:19:58 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='email'] is found
14:19:58 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //input[@id='password']
14:19:58 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //input[@id='password'] is found
14:19:58 INFO  manager.WebDriverListener - Start searching element ----> By.cssSelector: label[for='terms-of-use']
14:19:58 INFO  manager.WebDriverListener - Element with locator ----> By.cssSelector: label[for='terms-of-use'] is found
14:19:58 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //button[@type='submit']
14:19:58 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //button[@type='submit'] is found
14:19:58 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //h2[contains(text(),'success')]
14:20:08 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //h2[contains(text(),'success')] is found
14:20:08 INFO  manager.TestNGListener - Test registrationNegativ successful
14:20:08 INFO  manager.WebDriverListener - Start searching element ----> By.xpath: //h2[contains(text(),'success')]
14:20:18 INFO  manager.WebDriverListener - Element with locator ----> By.xpath: //h2[contains(text(),'success')] is found
14:20:19 INFO  TestBase - ==================================
